split,image,word_count,named_feature_count,heuristic_quality_flags,caption_mentions_water,caption_mentions_green,caption_mentions_road,caption_has_relation,blue_ratio,green_ratio,dark_ratio,bright_low_sat_ratio,edge_mean,proxy_issues,proxy_strengths,review_severity,proxy_fidelity_score,description
MGEval,16_880.jpg,62,5,no_direction_or_relation,True,True,True,False,0.0155,0.9061,0.0,0.0606,8.358,road_caption_lacks_relation,named_feature_present;water_signal_consistent;green_signal_consistent,medium,0.870,"The google map shows a section of an area with two roads and a creek. S Rose Island Rd runs vertically, while Spring Dr intersects it horizontally. Pond Creek flows in a curved path, crossing under Spring Dr and running parallel to S Rose Island Rd for a short distance. The surrounding area is shaded in light green, indicating land or vegetation."
MGEval,16_885.jpg,62,5,no_direction_or_relation,False,True,True,False,0.0024,0.9465,0.0,0.0622,7.635,,named_feature_present;water_signal_consistent;green_signal_consistent,low,1.000,"The google map shows a section with two roads labeled Mayo Ln and Mayo Ct. Mayo Ln runs diagonally from the northwest to the southeast, while Mayo Ct branches off Mayo Ln towards the northeast. There is a location marked as ""Second Stride"" near the intersection of these roads. The surrounding area appears to be predominantly green, indicating open or undeveloped land."
MGEval,16_902.jpg,46,7,no_direction_or_relation,False,True,True,False,0.0018,0.96,0.0,0.0389,6.077,,named_feature_present;water_signal_consistent;green_signal_consistent,low,1.000,"The google map shows a section of two intersecting roads labeled ""Reasor Rd"" and ""Stiller Rd."" Reasor Rd runs horizontally and curves slightly, while Stiller Rd runs vertically, intersecting with Reasor Rd. The surrounding area is shaded in green, indicating a likely rural or undeveloped region."
MGEval,16_928.jpg,50,3,generic_no_feature_claim,False,False,True,True,0.0212,0.0002,0.0,0.9734,10.299,generic_no_feature_claim_needs_visual_review,named_feature_present;spatial_relation_present;green_signal_consistent,medium,0.920,"The google map shows a network of roads, including Plum Run Dr and Plum Ridge Dr, which intersect with other unnamed roads. There is a point of interest labeled ""Mis Rae Creations 1"" located near these roads. The map appears to be a simple street layout without additional geographic features."
MGEval,16_998.jpg,41,1,no_direction_or_relation,False,True,False,False,0.0129,0.9705,0.0,0.003,5.649,,named_feature_present;green_signal_consistent,low,1.000,"The google map shows a light green area with a blue line running diagonally across it, representing a waterway. The location labeled ""Duck Hollow"" is situated near the waterway. The map does not display additional geographic entities or detailed spatial relationships."
MGEval,16_1103.jpg,51,4,,True,True,True,True,0.0779,0.8554,0.0,0.054,9.768,,named_feature_present;spatial_relation_present;water_signal_consistent;green_signal_consistent,low,1.000,"The google map shows an area with a geographic entity labeled ""Hidden Creek Organic Farms."" To the right, there is a road named ""Utica-Sellersburg Rd."" A water body is visible in the lower left section of the map. The map background is primarily green, indicating a rural or natural area."
MGEval,16_1137.jpg,53,3,,True,True,True,True,0.0187,0.9056,0.0,0.0696,8.0,,named_feature_present;spatial_relation_present;water_signal_consistent;green_signal_consistent,low,1.000,"The google map shows an intersection of two roads: Constantine Dr and Covered Bridge Rd. There are two small bodies of water near the intersection, one to the north and one to the south of Covered Bridge Rd. The area is depicted with a green background, indicating a likely rural or natural setting."
MGEval,16_1144.jpg,60,3,,False,True,True,True,0.0051,0.9084,0.0,0.0917,10.92,,named_feature_present;spatial_relation_present;water_signal_consistent;green_signal_consistent,low,1.000,"The google map shows a section of Buttontown Road running vertically. To the left of the road, ""Faith Harvest Assembly"" is marked, and further down, ""Hooves Healing Hearts"" is indicated. The map uses icons to denote these locations, with a cross symbol for Faith Harvest Assembly. The background is a light green, suggesting a rural or less densely populated area."
MGEval,16_1230.jpg,53,4,,False,True,True,True,0.0015,0.9356,0.0,0.0681,7.174,,named_feature_present;spatial_relation_present;water_signal_consistent;green_signal_consistent,low,1.000,"The google map shows a section of a road network. ""Covered Bridge Rd"" runs horizontally across the map, intersecting with another road labeled ""1694"" at the left side. The surrounding area is shaded in green, indicating a natural or undeveloped area. A smaller, unnamed road branches off from Covered Bridge Rd, curving downward."
MGEval,16_1282.jpg,55,1,,True,True,False,True,0.0088,0.9574,0.0,0.0317,9.908,,named_feature_present;spatial_relation_present;water_signal_consistent;green_signal_consistent,low,1.000,"The google map shows two labeled locations: Hidden Creek Golf Club and LG&E Northside Substation. The golf club is positioned to the north of the substation. The background is predominantly green, indicating a natural or park-like area. There are no visible roads or additional geographic features marked on this section of the map."
MGEval,16_1340.jpg,54,1,,True,False,True,True,0.0205,0.0002,0.0,0.9771,7.807,,named_feature_present;spatial_relation_present;water_signal_consistent;green_signal_consistent,low,1.000,"The google map shows a section of Navilleton Road running vertically. To the left of the road, there is a label for Jacobi Oil Service, which is marked with an icon. A small water body is also visible near the label. The map is minimal, focusing on this specific area and its immediate surroundings."
MGEval,16_143.jpg,72,3,,True,True,True,True,0.0193,0.9267,0.0,0.0574,7.154,,named_feature_present;spatial_relation_present;water_signal_consistent;green_signal_consistent,low,1.000,"The google map shows a section of a residential area with two main roads labeled Southern Hills Dr and Lakeview Dr. Southern Hills Dr runs in a curved path from the southwest to the northeast, while Lakeview Dr branches off from it, extending to the east. There is a small body of water located in the southwest corner of the map. The surrounding area is primarily green, indicating vegetation or open space."
MGEval,16_1490.jpg,48,3,,True,True,True,True,0.1676,0.1659,0.0,0.6584,8.03,,named_feature_present;spatial_relation_present;water_signal_consistent;green_signal_consistent,low,1.000,"The google map shows a body of water in the center, surrounded by light green areas indicating land. There are roads labeled ""Quarry Ridge Rd"" and ""Boulder Pass"" to the south of the water. The roads appear to curve around the landscape, suggesting a hilly or uneven terrain."
MGEval,16_1499.jpg,48,2,,False,False,True,True,0.0006,0.0,0.0,0.9911,7.894,,named_feature_present;spatial_relation_present;water_signal_consistent;green_signal_consistent,low,1.000,"The google map shows a network of roads. Cedar Ridge Ct runs in a generally north-south direction, while Chestnut Hill Dr intersects it and extends in a southeast-northwest direction. The roads appear to be part of a residential area, with several smaller connecting roads branching off."
MGEval,16_1536.jpg,51,2,,True,True,True,True,0.0017,0.9453,0.0,0.056,6.18,water_mention_low_blue_signal,named_feature_present;spatial_relation_present;green_signal_consistent,medium,0.920,"The google map shows a road labeled ""White Tail Way"" that curves from the bottom center to the top right corner. The surrounding area is shaded green, indicating a park or forested region. There is a small blue shape near the top right, suggesting a pond or small body of water."
MGEval,16_157.jpg,54,2,,True,True,True,True,0.0392,0.9273,0.0,0.0192,5.678,,named_feature_present;spatial_relation_present;water_signal_consistent;green_signal_consistent,low,1.000,"The google map shows a section of a light blue waterway labeled ""Silver Creek"" running horizontally across a light green background, which likely represents land. There is a gray line, possibly a road or path, running parallel to the creek at the bottom of the map. The creek appears to have a gentle curve."
MGEval,16_158.jpg,48,2,,True,True,True,True,0.0349,0.9144,0.0,0.036,7.422,,named_feature_present;spatial_relation_present;water_signal_consistent;green_signal_consistent,low,1.000,"The google map shows a section of a light green area with a blue line representing Silver Creek running through it. Perry Crossing Road is depicted as a gray line crossing the creek. The creek flows in a generally north-south direction, while the road runs east-west."
MGEval,16_1658.jpg,54,4,,True,True,True,True,0.0128,0.9458,0.0,0.0267,7.077,,named_feature_present;spatial_relation_present;water_signal_consistent;green_signal_consistent,low,1.000,"The google map shows a section of land featuring a creek labeled ""Little Indian Creek"" running vertically through the center. To the right of the creek is a road labeled ""St Marys Rd."" The map area is primarily green, indicating a natural or rural setting. The creek and road run parallel to each other."
MGEval,16_1766.jpg,56,3,,True,True,True,True,0.0157,0.9176,0.0,0.0593,7.654,,named_feature_present;spatial_relation_present;water_signal_consistent;green_signal_consistent,low,1.000,"The google map shows a light green area with a road labeled ""St Marys Rd"" running vertically. A waterway named ""Crooked Run"" is depicted curving through the area. There is a small blue feature, possibly a pond, located towards the bottom of the map. The map includes some intersecting lines, likely representing additional roads or paths."
MGEval,16_1883.jpg,49,4,,False,True,True,True,0.0002,0.9172,0.0,0.0938,7.718,,named_feature_present;spatial_relation_present;water_signal_consistent;green_signal_consistent,low,1.000,"The google map shows a section of a road network. Green Valley Rd runs vertically on the right side. Cheryl Dr intersects Green Valley Rd and extends to the left, where it connects with Miede Dr, which curves upwards. The area is predominantly green, indicating open space or vegetation."
MGEval,16_189.jpg,57,2,,False,True,True,True,0.0158,0.9153,0.0,0.0619,8.033,,named_feature_present;spatial_relation_present;green_signal_consistent,low,1.000,"The google map shows a section of a road network with Perry Crossing Road running in a north-south direction. Anson Branch, a waterway, crosses the road. The surrounding area appears to be lightly populated with a few smaller roads branching off. The map is set against a light green background, indicating a natural or rural area."
MGEval,16_1959.jpg,55,2,,True,True,True,True,0.0057,0.9418,0.0,0.0531,7.343,,named_feature_present;spatial_relation_present;green_signal_consistent,low,1.000,"The google map shows a section of a road network. Oaklea Drive runs vertically through the center, intersecting with S Camden Lane at the top. The area is surrounded by a green space, indicating vegetation or undeveloped land. There is a small blue area in the top right corner, possibly representing a body of water."
MGEval,16_1997.jpg,51,2,,False,True,True,True,0.0028,0.9434,0.0,0.0536,8.525,,named_feature_present;spatial_relation_present;water_signal_consistent;green_signal_consistent,low,1.000,"The google map shows a section of a road network with two labeled roads: Spickert Knob Rd and Overlook Trace. Spickert Knob Rd runs horizontally across the map, curving slightly, while Overlook Trace intersects it from the right. The surrounding area is shaded in green, indicating a natural or undeveloped region."
MGEval,16_2040.jpg,56,5,,True,False,True,True,0.184,0.1837,0.0,0.5985,12.624,,named_feature_present;spatial_relation_present;water_signal_consistent,low,1.000,"The google map shows a section of land bordered by Harrods Creek. Key features include a ""Tennis Court and Parking Lot"" located near the top left, accessible via Deer Ridge Road. A ""Grassy Field"" is situated to the southeast, adjacent to a small body of water. The creek curves around the area, forming a natural boundary."
MGEval,16_2087.jpg,49,2,,True,True,True,True,0.0108,0.9368,0.0,0.0365,8.183,,named_feature_present;spatial_relation_present;water_signal_consistent;green_signal_consistent,low,1.000,"The google map shows a section of Georgetown Greenville Road running in a generally north-south direction. To the east of the road is Richland Creek, which flows in a roughly parallel direction. The area surrounding these features is depicted in a light green color, indicating land or vegetation."
MGEval,16_225.jpg,70,1,,True,True,True,True,0.0105,0.9528,0.0,0.0323,6.551,,named_feature_present;spatial_relation_present;water_signal_consistent;green_signal_consistent,low,1.000,"The google map shows a light green area with a blue line representing a waterway running diagonally from the top left to the center. There is a small blue shape in the bottom left corner, possibly a pond or lake. A gray line, likely a road, runs from the top center to the right side. A location marked ""Adam Farm Services"" is situated near the top center of the map."
MGEval,16_2276.jpg,58,5,,True,False,True,True,0.4506,0.4843,0.0,0.0636,8.639,possible_green_omission,named_feature_present;spatial_relation_present;water_signal_consistent,medium,0.920,"The google map shows a coastal area with a body of water to the west. ""Juniper Beach Rd"" runs parallel to the coastline. The ""Limestone Bay Club"" is marked near the northern part of the map. Several smaller roads intersect with Juniper Beach Rd, and the area appears to be lightly developed with a few structures or landmarks."
MGEval,16_229.jpg,53,3,,True,True,True,True,0.0878,0.88,0.0,0.0008,7.144,,named_feature_present;spatial_relation_present;water_signal_consistent;green_signal_consistent,low,1.000,"The google map shows a section of a geographic area with a creek labeled ""Silver Creek"" running diagonally from the northwest to the southeast. To the east of the creek, there is a major highway labeled ""I-65"" running vertically. The background is a light green color, indicating land or a general area."
MGEval,16_2445.jpg,54,2,,True,True,True,True,0.0133,0.7564,0.0,0.2356,7.551,,named_feature_present;spatial_relation_present;water_signal_consistent;green_signal_consistent,low,1.000,"The google map shows two intersecting roads: Commonwealth Dr and Boones Trce. Commonwealth Dr runs vertically, while Boones Trce runs horizontally. The area surrounding the roads is shaded green, indicating a possible park or wooded area. There is a small blue shape in the lower right corner, which may represent a body of water."
