split,row_index,image,description,word_count,named_feature_count,generic_no_feature_claim,image_exists,width,height,mode,bytes,mentions_road,mentions_intersection,mentions_water,mentions_green_area,mentions_building_poi,mentions_label,mentions_direction,heuristic_quality_flags
MapTrain,10,16_109.jpg,"The google map shows a light green area with a blue line labeled ""Crafts Creek"" running through it. A road named ""Longwood Ln"" is located in the upper part of the map, curving slightly. The map appears to depict a natural area with a water feature and a road.",49,4,False,True,1024,1024,RGB,41540,True,False,True,True,False,True,False,no_direction_or_relation
MapTrain,11,16_111.jpg,"The google map shows a section of Lakewood Road running horizontally across the image. There are light blue lines indicating water features, such as streams or small rivers, crossing beneath the road. The surrounding area is shaded in light green, suggesting open land or vegetation. There are no additional labels or geographic entities visible.",54,1,False,True,1024,1024,RGB,41214,True,False,True,True,False,False,False,no_direction_or_relation
MapTrain,12,16_112.jpg,"The google map shows a network of roads in a lightly populated area. Green Lane Road runs diagonally from the top left to the bottom right. Charwynn Lane intersects Green Lane Road and runs vertically. Old Farm Lane is parallel to Charwynn Lane, located to its right. A waterway is visible on the left side, running roughly parallel to Green Lane Road. The area is predominantly green, indicating open or undeveloped land.",72,6,False,True,1024,1024,RGB,53264,True,False,False,True,False,False,True,
MapTrain,13,16_113.jpg,"The google map shows a section of Assiscunk Creek flowing horizontally across the image. To the north of the creek is Assiscunk Creek Park 2. The area is predominantly green, indicating parkland or natural surroundings. The creek appears to have a winding path.",43,2,False,True,1024,1024,RGB,53113,False,False,True,True,False,False,True,
MapTrain,14,16_114.jpg,"The google map shows a section of an area with two labeled locations: Townsend Machine and Dagli Farm. Sykesville Road runs vertically on the right side of the map. A small, unnamed blue line, possibly a stream, is visible on the left side. The map background is light green, indicating a rural or undeveloped area.",55,1,False,True,1024,1024,RGB,56236,True,False,True,True,False,True,True,
MapTrain,15,16_115.jpg,"The google map shows a section of Jacobstown Cookstown Road intersecting with another road. There is a business labeled ""RAM BLACEY'S - U-Pick Auto Parts"" located near the intersection. The area is surrounded by green, indicating open or undeveloped land.",41,2,False,True,1024,1024,RGB,62206,True,False,False,True,True,True,False,no_direction_or_relation
MapTrain,16,16_118.jpg,"The google map shows a location marked as ""Booterbeer Brewing Company,"" indicated by an icon of a glass. A river or stream is depicted in the upper part of the map, flowing from left to right. The surrounding area is primarily green, suggesting a rural or natural setting.",48,1,False,True,1024,1024,RGB,41426,False,False,True,True,True,False,True,
MapTrain,17,16_119.jpg,"The google map shows a light green area with a waterway labeled ""Long Brook"" running horizontally. Below it, there is a feature labeled ""Cranberry Bog."" A road or path is visible, running parallel to the brook and bog. The map is oriented with north at the top.",47,2,False,True,1024,1024,RGB,51727,True,False,False,True,False,True,True,
MapTrain,18,16_12.jpg,"The google map shows a water body labeled ""Scotts Creek"" in blue. Surrounding the creek are areas of light green, indicating land. The creek appears to flow through the land, with no additional geographic features or labels visible.",38,2,True,True,1024,1024,RGB,30852,False,False,True,True,False,True,False,no_direction_or_relation;generic_no_feature_claim
MapTrain,19,16_120.jpg,"The google map shows a section of a road network. Route 532 runs diagonally from the bottom left to the top right. Meadow View Drive intersects Route 532 from the left. Aqueduct Road runs parallel to a nearby waterway, crossing Route 532 and intersecting with Meadow View Drive. The area is primarily green, indicating open or undeveloped land.",58,3,False,True,1024,1024,RGB,64540,True,False,False,True,False,False,True,
MapTrain,20,16_121.jpg,"The google map shows a section of Byberry Creek, which flows diagonally from the bottom left to the top right. The creek is surrounded by a light green area, indicating a possible park or natural area. The surrounding area is mostly white, suggesting developed or non-natural land.",48,1,False,True,1024,1024,RGB,38738,False,False,True,True,False,False,True,
MapTrain,21,16_123.jpg,"The google map shows a section of Trenton-Mercer Airport. Key roads include Sam Weinroth Rd, Control Tower Dr, and Terminal Cir Dr. The roads are interconnected, with Sam Weinroth Rd leading to both Control Tower Dr and Terminal Cir Dr. The area is primarily focused on the airport infrastructure.",50,6,False,True,1024,1024,RGB,62820,True,False,False,False,False,False,False,no_direction_or_relation
MapTrain,22,16_124.jpg,"The google map shows a section with two roads, Wrightstown Georgetown Road and Mt Pleasant Road, intersecting each other. Crafts Creek is located to the north of the intersection, running in a generally east-west direction. The area appears to be predominantly green, indicating a rural or undeveloped region.",49,3,False,True,1024,1024,RGB,53726,True,False,True,True,False,False,True,
MapTrain,23,16_125.jpg,"The google map shows a section of roads in a rural area. Fischer Road runs vertically, intersecting with W Colliers Mill Road, which runs horizontally. The background is green, indicating a likely natural or undeveloped area surrounding the roads.",39,2,False,True,1024,1024,RGB,35456,True,False,False,True,False,False,False,no_direction_or_relation
MapTrain,24,16_126.jpg,"The google map shows a geographic area featuring a waterway labeled ""Shannoc Brook"" running through it. There is a road named ""Success Rd"" located to the southwest of the brook. The area is depicted with a light green background, indicating land. The brook and road intersect or run parallel in certain sections.",52,3,False,True,1024,1024,RGB,47962,True,True,False,True,False,True,False,
MapTrain,25,16_128.jpg,"The google map shows a network of roads labeled ""Fountayne Ln"" in a curved layout. There is a marked location named ""SecureHack"" along one of the roads. Another labeled area is ""Mercer County 911 Emergency Services,"" located to the southwest. The background is a light green, indicating a possible park or open space area.",54,4,False,True,1024,1024,RGB,83386,True,False,False,True,False,True,False,no_direction_or_relation
MapTrain,26,16_130.jpg,"The google map shows a location labeled ""NJ Fish And Game Training Center."" The area is predominantly green, indicating land, with a blue section in the lower left corner, suggesting a body of water. The training center is situated near this water feature.",43,1,False,True,1024,1024,RGB,43200,False,True,True,True,False,True,True,
MapTrain,27,16_131.jpg,"The google map shows a location labeled ""Step On Me Carpet & Flooring."" It is situated near a road, with Couto Ave visible to the northeast. The area around the location is shaded green, indicating a possible park or green space. There are a few other roads visible, but they are not labeled.",52,2,False,True,1024,1024,RGB,58450,True,False,False,True,False,True,False,no_direction_or_relation
MapTrain,28,16_132.jpg,"The google map shows a network of roads. New Village Rd runs horizontally across the map, intersecting with Oakwood Way. Argyle Way and Meridian Ct are located to the north of New Village Rd, while Ellsworth Dr is to the south. A green area, possibly indicating a park or green space, runs parallel to New Village Rd.",57,6,False,True,1024,1024,RGB,67482,True,False,False,True,False,False,True,
MapTrain,29,16_133.jpg,"The google map shows a section of a light green area, indicating a natural or undeveloped region. A winding blue line, likely representing a river or stream, runs horizontally across the map. To the right, a gray line labeled ""S Hope Chapel Rd"" runs vertically, indicating a road. The spatial relationship shows the road parallel to the stream, with the stream curving through the landscape.",65,2,False,True,1024,1024,RGB,47920,True,False,True,True,False,True,True,
MapTrain,30,16_135.jpg,"The google map shows a section with a creek labeled ""Little Valley Creek"" running horizontally. A road named ""N Valley Rd"" runs vertically, intersecting with ""Fox Hill Ln"" near the top. A highway or major road crosses horizontally at the bottom of the map. The area is likely semi-rural or suburban, indicated by the presence of roads and a creek.",61,6,False,True,1024,1024,RGB,64816,True,False,True,True,False,True,True,
MapTrain,31,16_136.jpg,"The google map shows a section of Thompson Mill Road, which runs diagonally from the northeast to the southwest. The surrounding area is shaded in light green, indicating a likely rural or undeveloped region. There are no additional geographic entities or landmarks visible on this map segment.",47,1,True,True,1024,1024,RGB,30892,True,False,False,True,False,False,False,no_direction_or_relation;generic_no_feature_claim
MapTrain,32,16_137.jpg,"The google map shows a section of Hedding Jacksonville Road running vertically. A point of interest labeled ""Market"" is located to the left of the road. The surrounding area is shaded in green, indicating open or undeveloped land.",38,2,False,True,1024,1024,RGB,40429,True,False,False,True,False,True,True,
MapTrain,33,16_138.jpg,"The google map shows a section of an area with the Millstone River running through it. Wycoff Mills Road crosses the river. There is a location marked ""cakeandbake"" with a dining symbol nearby. The area is surrounded by light green, indicating open or undeveloped land.",45,3,False,True,1024,1024,RGB,73468,True,False,True,True,False,False,False,no_direction_or_relation
MapTrain,34,16_139.jpg,"The google map shows a section of Archertown Road, which runs diagonally from the top left to the bottom right. A point of interest, ""K's Tax & Accounting Services,"" is marked along this road. The surrounding area appears to be a uniform green, indicating open space or undeveloped land.",49,2,False,True,1024,1024,RGB,50087,True,False,False,True,False,False,True,
MapTrain,35,16_14.jpg,"The google map shows a section of an area with a road labeled ""Ellisdale Rd"" running diagonally from the northwest to the southeast. There is a blue water feature, possibly a river or stream, flowing from the northeast to the southwest, crossing under the road. The surrounding area is shaded in green, indicating land or vegetation.",56,2,False,True,1024,1024,RGB,33546,True,False,True,True,False,True,False,no_direction_or_relation
MapTrain,36,16_141.jpg,"The google map shows a location marked as ""Beehive Heating & Cooling,"" situated near Lakehurst Ave. The area appears to be surrounded by roads, with Lakehurst Ave running horizontally across the map. The background is green, indicating a possible park or undeveloped land.",42,3,False,True,1024,1024,RGB,51749,True,False,False,True,False,False,False,no_direction_or_relation
MapTrain,37,16_142.jpg,"The google map shows a section of Lakehurst Avenue, which appears to curve and intersect with itself or another road. The surrounding area is shaded in light green, indicating open space or undeveloped land. There are no additional geographic entities or landmarks visible on this map segment.",47,1,True,True,1024,1024,RGB,40165,True,True,False,True,False,False,False,generic_no_feature_claim
MapTrain,38,16_143.jpg,"The google map shows Lake Topanemus and Lake Topanemus Park. The lake is depicted in blue, indicating a water body, while the park is labeled nearby. A small waterway or stream appears to flow into the lake from the north. The surrounding area is shaded in light green, suggesting land or parkland.",52,0,False,True,1024,1024,RGB,50130,False,False,True,True,False,True,True,no_named_feature
MapTrain,39,16_144.jpg,"The google map shows a location labeled ""Calvary Tabernacle UPCI,"" situated near McGuire Access Highway. The area appears to be surrounded by green space, indicating a rural or suburban setting. The highway runs diagonally across the map, and the location is positioned near this road.",45,2,False,True,1024,1024,RGB,53550,True,False,False,True,False,True,False,no_direction_or_relation
MapTrain,40,16_146.jpg,"The google map shows a section of a road network. Conshohocken State Road runs horizontally across the top. Green Valley Road branches off to the left, while Norsam Road extends downward from Conshohocken State Road. The area is shaded in green, indicating a possible park or green space.",48,4,False,True,1024,1024,RGB,49279,True,False,False,True,False,False,True,
MapTrain,41,16_147.jpg,"The google map shows a section of Interstate 295, which runs diagonally from the bottom left to the top right. There is a nearby location marked as ""XJF1 Amazon"" to the right of the highway. The area surrounding the highway and location is light green, indicating open space or undeveloped land. There is also a smaller road or ramp intersecting with the highway on the left side.",67,1,False,True,1024,1024,RGB,66396,True,False,False,True,False,False,True,
MapTrain,42,16_148.jpg,"The google map shows a location labeled ""Fleet Maintenance Solutions training."" It is situated near a road that runs diagonally across the map. The surrounding area is predominantly green, indicating open or undeveloped land. There are no other notable geographic features or entities visible in this section of the map.",50,1,False,True,1024,1024,RGB,49678,True,False,False,True,False,True,False,no_direction_or_relation
MapTrain,43,16_149.jpg,"The google map shows a network of roads in a green area. Burrs Road runs vertically, intersecting with Oxmead Road horizontally. Hill Road branches off from Oxmead Road. A location labeled ""East Hill Stables"" is situated near the intersection of Burrs Road and Oxmead Road.",45,7,False,True,1024,1024,RGB,59901,True,False,False,True,False,True,True,
MapTrain,44,16_15.jpg,"The google map shows a light green area with a blue line labeled ""Miry Run"" running diagonally from the bottom left to the top right. The blue line likely represents a waterway, such as a river or stream. The surrounding area is uniformly colored, indicating a possibly undeveloped or natural landscape.",51,1,False,True,1024,1024,RGB,25294,False,False,True,True,False,True,True,
MapTrain,45,16_151.jpg,"The google map shows an intersection of two roads: Saylors Pond Road and White Road. Saylors Pond Road runs horizontally, while White Road intersects it vertically. The surrounding area is shaded in light green, indicating open or undeveloped land.",39,3,False,True,1024,1024,RGB,36054,True,False,True,True,False,False,False,no_direction_or_relation
MapTrain,46,16_152.jpg,"The google map shows a section of a road labeled ""68"" running vertically. Near the road, there is a location marked as ""The Hilltop"" with an icon indicating accommodations. The surrounding area is shaded green, suggesting a natural or rural setting.",41,1,False,True,1024,1024,RGB,40771,True,False,False,True,True,True,False,no_direction_or_relation
MapTrain,47,16_153.jpg,"The google map shows a network of light blue lines representing water bodies, with ""Jumping Brook"" labeled along one of the streams. A road labeled ""Cranberry Canners Rd"" runs across the top of the map. The water bodies appear to intersect and branch out in various directions.",47,3,False,True,1024,1024,RGB,59644,True,True,True,False,False,True,True,
MapTrain,48,16_155.jpg,"The google map shows a curved road labeled ""Belamour Dr"" that loops around. To the right of the road, there is a small blue area, likely representing a body of water. The surrounding area is shaded in green, indicating land or vegetation.",42,2,False,True,1024,1024,RGB,38894,True,False,True,True,False,True,True,
MapTrain,49,16_157.jpg,"The google map shows a section of Interstate 295 (I-295) running vertically. Mill Creek is depicted crossing horizontally beneath the highway. The area is shown with a light green background, indicating land.",33,1,False,True,1024,1024,RGB,51135,True,False,True,True,False,False,False,no_direction_or_relation
MapTrain,50,16_158.jpg,"The google map shows two labeled locations: ""FlightServ"" and ""Aviation Charters, Inc."" These are positioned near each other, with FlightServ slightly to the northeast of Aviation Charters, Inc. A diagonal line, possibly representing a runway or road, runs across the map from the northwest to the southeast.",47,2,False,True,1024,1024,RGB,45120,True,False,False,False,False,True,True,
MapTrain,51,16_159.jpg,"The google map shows a location marked as ""Silva Guard Inc."" It is situated near a linear feature, possibly a road or a boundary, which runs diagonally across the map. The background is light blue, suggesting a water body or a specific map layer. There are no additional geographic entities or labels visible.",53,1,True,True,1024,1024,RGB,42648,True,False,True,False,False,False,False,no_direction_or_relation;generic_no_feature_claim
MapTrain,52,16_16.jpg,"The google map shows an area labeled ""James Monroe Memorial Park."" A light blue line, likely representing a road or path, runs diagonally across the map from the top right to the bottom left. The surrounding area is shaded in green, indicating parkland or a natural area.",47,1,False,True,1024,1024,RGB,37428,True,False,False,True,False,True,True,
MapTrain,53,16_160.jpg,"The google map shows a location labeled ""Define Solutions."" It is situated near a network of roads and a railway line. The area around the location is shaded in green, indicating a possible park or open space. The roads form a grid-like pattern to the right of the location.",50,1,False,True,1024,1024,RGB,67423,False,False,False,True,False,True,True,
MapTrain,54,16_161.jpg,"The google map shows a network of roads and a waterway. Hershey Mill Road runs diagonally from the southwest to the northeast. Tanglewood Drive intersects Hershey Mill Road and runs eastward. A waterway flows parallel to Hershey Mill Road. Millstream Drive is located at the top of the map, running horizontally. The area around Hershey Mill Road is shaded green, indicating a possible park or green space.",67,5,False,True,1024,1024,RGB,77397,True,False,False,True,False,False,True,
MapTrain,55,16_163.jpg,"The google map shows a section of an area with Darby Creek running through it. St Davids Road is a prominent road intersecting the area, with Mill View Lane branching off from it. The Newtown Square Historical Society is located near the intersection of St Davids Road and Mill View Lane. The surrounding area is primarily green, indicating open or undeveloped land.",62,5,False,True,1024,1024,RGB,81262,True,False,True,True,False,False,False,no_direction_or_relation
MapTrain,56,16_164.jpg,"The google map shows an area labeled ""Laurel Hill West Conservatory."" It features a network of roads or pathways, depicted in light gray, intersecting and curving throughout the green area, which likely represents vegetation or parkland. There is a river or large body of water on the right side of the map, shown in blue.",55,1,False,True,1024,1024,RGB,84218,False,False,True,True,False,True,True,
MapTrain,57,16_165.jpg,"The google map shows a location marked as ""Sharon Ann Studios"" situated along Sylvan Ct. There is a small, winding blue line to the northeast, possibly indicating a stream or path, and a small blue area to the southeast, likely representing a pond or small body of water. The surrounding area is shaded in light green, suggesting a park or wooded area.",62,2,False,True,1024,1024,RGB,50781,False,False,True,True,False,False,False,no_direction_or_relation
MapTrain,58,16_166.jpg,"The google map shows a section of a road with two notable locations. The Marblehead Chowder House NJ is situated near the road, marked with a dining icon. Nearby, the Bryan Animal Hospital is also indicated, located slightly to the northwest of the chowder house. The background is green, suggesting a non-urban area.",54,0,False,True,1024,1024,RGB,66243,True,False,False,True,True,False,False,no_named_feature;no_direction_or_relation
MapTrain,59,16_167.jpg,"The google map shows a section of Smithville Road, which runs diagonally from the top left to the bottom right. There is a short, unnamed road branching off from Smithville Road towards the top left. The surrounding area is shaded in green, indicating open space or vegetation.",47,2,False,True,1024,1024,RGB,31926,True,False,False,True,False,False,True,
MapTrain,60,16_168.jpg,"The google map shows a section of Manalapan Brook, which flows vertically from the top to the bottom of the image. The brook is depicted in blue, indicating a waterway. The surrounding area is shaded in light green, suggesting land or vegetation. There are no additional geographic entities or labels visible on this map section.",55,0,True,True,1024,1024,RGB,31957,False,False,False,True,False,False,True,no_named_feature;generic_no_feature_claim
MapTrain,61,16_169.jpg,"The google map shows an area labeled Juliustown Park, which is situated in a green-shaded region indicating a park or natural area. A road labeled Main St runs horizontally across the map. There is a blue line to the right, suggesting a water feature such as a stream or canal. The map is oriented with north at the top.",60,1,False,True,1024,1024,RGB,41095,True,False,True,True,False,True,True,
MapTrain,62,16_17.jpg,"The google map shows a section of an area with two roads: Burlington Path Rd and Wygant Rd. Burlington Path Rd runs horizontally, while Wygant Rd intersects it vertically. The ""Ruins of Lincoln Blacksmith Shop"" is marked near Burlington Path Rd. The surrounding area appears to be green, indicating open or undeveloped land.",53,5,False,True,1024,1024,RGB,62192,True,False,False,True,False,False,False,no_direction_or_relation
MapTrain,63,16_171.jpg,"The google map shows a location marked as ""Merrill Lynch"" with a pin icon. It is situated near a network of roads, which are depicted as light gray lines. The surrounding area is shaded in light green, indicating open or undeveloped land. The roads appear to intersect and curve around the marked location.",53,1,False,True,1024,1024,RGB,40722,False,True,False,True,True,False,False,
MapTrain,64,16_172.jpg,"The google map shows a section of an area featuring the Downingtown Country Club, which is adjacent to a large green space indicating a park or golf course. To the northwest, there is a location marked as ""Always Best Care Senior Services - Home Care."" The map includes roads and pathways, with the country club situated near the center. A small body of water is visible to the east within the green area.",72,1,False,True,1024,1024,RGB,81848,False,False,True,True,False,False,True,
MapTrain,65,16_173.jpg,"The google map shows a network of roads. Clyde Rd runs vertically on the left side. Arbor Pl branches off Clyde Rd towards the right. Drakes Drum Dr is parallel to Arbor Pl, extending horizontally. The roads form a grid-like pattern.",42,3,False,True,1024,1024,RGB,50040,True,False,False,False,False,False,True,
MapTrain,66,16_174.jpg,"The google map shows a location labeled ""Atlantis Propeller"" situated near a network of roads. The area surrounding the label is shaded in green, indicating a park or natural area. The roads are depicted as gray lines, and the green area is adjacent to these roads.",46,1,False,True,1024,1024,RGB,44057,False,False,False,True,False,True,False,no_direction_or_relation
MapTrain,67,16_176.jpg,"The google map shows a section of Quarry Road, which runs horizontally across the image. There is a smaller road intersecting Quarry Road from the bottom. The surrounding area is shaded in light green, indicating open or undeveloped land.",39,2,False,True,1024,1024,RGB,30023,True,False,False,True,False,False,True,
MapTrain,68,16_178.jpg,"The google map shows a road labeled ""Pope's Rd"" running vertically. There are two blue lines representing waterways, one on each side of the road, with a curving path. The background is a light gray, indicating land.",38,2,False,True,1024,1024,RGB,40661,True,False,False,False,False,True,False,no_direction_or_relation
MapTrain,69,16_179.jpg,"The google map shows a section of ""Interior Rd"" running diagonally from the southwest to the northeast. There are two small bodies of water, one located to the northeast and another to the southeast of the road. The surrounding area appears to be a light gray, indicating land.",48,2,False,True,1024,1024,RGB,25752,True,False,True,False,False,False,False,no_direction_or_relation
MapTrain,70,16_18.jpg,"The google map shows a small area with two roads labeled ""Mason Dr"" and ""Cutter Ct."" Mason Dr runs vertically and curves slightly, while Cutter Ct intersects Mason Dr and extends horizontally. The background is a light green color, indicating a possible residential or park area.",46,7,False,True,1024,1024,RGB,31142,True,False,False,True,False,True,False,no_direction_or_relation
MapTrain,71,16_181.jpg,"The google map shows a section of a road labeled ""320"" running vertically. To the right of the road is ""Ithan Elementary School,"" marked with a school icon. There are a few curved lines indicating smaller roads or paths in the vicinity.",42,2,False,True,1024,1024,RGB,47672,True,False,False,False,True,True,True,
MapTrain,72,16_182.jpg,"The google map shows a small area featuring St. Aloysius Academy for Boys, located near Courtney Circle. There are a few roads depicted, and a small body of water is visible in the lower left corner. The map is primarily focused on the immediate vicinity of the academy.",48,0,False,True,1024,1024,RGB,48925,True,True,True,False,False,False,True,no_named_feature
MapTrain,73,16_183.jpg,"The google map shows a section of a light blue waterway labeled ""Pine Brook"" running diagonally from the bottom left to the top right. The surrounding area is mostly blank, indicating a lack of additional geographic features or labels in this specific section.",43,1,False,True,1024,1024,RGB,33502,False,False,False,False,False,True,True,
MapTrain,74,16_185.jpg,"The google map shows a section of Monmouth Road running horizontally. To the north of the road is a location labeled ""Mulch and Stone World,"" marked with a shopping bag icon. The surrounding area is shaded green, indicating open or undeveloped land.",42,2,False,True,1024,1024,RGB,50118,True,False,False,True,True,True,True,
MapTrain,75,16_186.jpg,"The google map shows a section with two roads labeled ""Wet Break Rd"" and ""Carwash Rd"" intersecting or running parallel. There is a light blue line in the upper right corner, possibly indicating a water feature such as a river or stream. The background is a light gray, suggesting a non-detailed or neutral area.",55,4,False,True,1024,1024,RGB,32494,True,True,True,False,False,True,True,
MapTrain,76,16_189.jpg,"The google map shows a curved road labeled ""Rabbit Run Rd"" that forms a loop. The surrounding area is predominantly green, indicating open space or vegetation. There is a small blue rectangular feature to the left of the road, which may represent a body of water or a similar geographic entity.",51,2,False,True,1024,1024,RGB,39378,True,False,True,True,False,True,True,
MapTrain,77,16_19.jpg,"The google map shows a recreational area with several labeled features. There is a ""Kuschick Pavilion"" located towards the top. Below it, there is a ""Recreation Center Field E Parking Lot"" marked with a parking symbol. To the bottom left, ""Manalapan Recreation Center Softball Field 3"" is indicated. The area is surrounded by green spaces, suggesting fields or parks.",59,3,False,True,1024,1024,RGB,103218,False,False,False,True,False,True,True,
MapTrain,78,16_191.jpg,"The google map shows a light green area with a blue line running diagonally, likely representing a river or stream. Two labeled points of interest are marked: ""Glendale Warehouse Corporation"" is located towards the top, and ""F S Growmark"" is positioned towards the bottom. The map includes a few roads and structures, but no additional geographic features are labeled.",59,2,True,True,1024,1024,RGB,61956,False,False,True,True,False,True,True,generic_no_feature_claim
MapTrain,79,16_192.jpg,"The google map shows a section of Cedar Lane with two marked locations: ""Bobs Pet Stop Inc"" and ""Med Tex Services."" Both locations are situated along the same road, Cedar Lane, which runs diagonally from the top left to the bottom right of the map. The surrounding area is shaded green, indicating a non-urban or possibly rural setting.",59,4,False,True,1024,1024,RGB,52353,True,False,False,True,False,False,True,
MapTrain,80,16_195.jpg,"The google map shows a section of the Delaware River, which serves as a boundary between New Jersey and Pennsylvania. A dashed line indicates the state border running along the river. To the east of the river, there is a road labeled with the number 29. The D&R Canal is also marked near the road.",56,1,False,True,1024,1024,RGB,80211,True,False,True,False,False,True,True,
MapTrain,81,16_196.jpg,"The google map shows a section with two roads: Cookstown Browns Mills Rd running horizontally near the top and Range Rd intersecting it. There is a green area in the lower part of the map, indicating a possible park or forested region. A blue line, likely representing a stream or small river, runs vertically through the green area.",58,2,False,True,1024,1024,RGB,46778,True,False,True,True,False,False,True,
MapTrain,82,16_197.jpg,"The google map shows a location labeled ""Heartwood Farm."" A blue line, possibly representing a river or road, runs vertically near the label. The surrounding area is shaded in light green, indicating land or vegetation.",35,1,False,True,1024,1024,RGB,35415,True,False,True,True,False,True,False,no_direction_or_relation
MapTrain,83,16_198.jpg,"The google map shows a section of a road labeled ""70"" running diagonally from the bottom left to the top right. A location marked as ""Park Rod And Gun Club"" is indicated along this road, with a note that it is temporarily closed. The surrounding area is shaded in light green, suggesting open or undeveloped land. A thin, light gray line intersects the road, possibly representing a boundary or minor road.",71,1,False,True,1024,1024,RGB,53997,True,False,False,True,False,True,True,
MapTrain,84,16_199.jpg,"The google map shows a section of Glenside Road running diagonally from the bottom left to the top right. The surrounding area is shaded in green, indicating a natural or undeveloped region. There are no other visible geographic entities or labels on this map segment.",45,1,False,True,1024,1024,RGB,31870,True,False,False,True,False,False,True,
MapTrain,85,16_20.jpg,"The google map shows a section of Freehold Road running diagonally from the top left to the bottom right. There are several blue lines indicating waterways or drainage features crossing the area. A business labeled ""A-Top Roofing & Construction"" is located near Freehold Road. The surrounding area is shaded in light green, possibly indicating a park or undeveloped land.",59,3,False,True,1024,1024,RGB,62587,True,False,False,True,True,True,True,
MapTrain,86,16_200.jpg,"The google map shows a section of land with a body of water shaped like a branching stream or pond in the center-left. To the right, there are labeled locations: ""Appelget farm"" and ""Tri J Electric,"" both situated along Galston Drive. The area surrounding the water is green, indicating vegetation or parkland. The road network is visible, with Galston Drive running vertically.",63,4,False,True,1024,1024,RGB,57473,True,False,True,True,False,True,True,
MapTrain,87,16_201.jpg,"The google map shows Fernhill Lake, a large body of water depicted in blue. Surrounding the lake are areas of green, indicating land, and a section of white, possibly representing a developed or urban area. The lake is centrally located, with the land areas bordering it. There are some lines in the white area, suggesting roads or pathways.",58,1,False,True,1024,1024,RGB,38730,False,False,True,True,False,False,False,no_direction_or_relation
